respondent_id,segment,role,building_type,num_buildings,total_gfa,primary_emirate,years_in_uae,monthly_bill_aed,bill_category,hvac_pct_of_bill,bill_change_3yr,summer_cooling_spike,monitor_manual,monitor_smart_meter,monitor_bms,monitor_iot,monitor_audit,monitor_none,realtime_visibility_score,energy_intensity_tracking,pain_high_cost,pain_old_hvac,pain_no_data,pain_occupancy,pain_wastage,pain_comfort,pain_maintenance,pain_compliance,hvac_satisfaction,strategy_awareness,sustainability_strategy,tariff_impact,stakeholder_pressure,tech_smart_meter,tech_iot_sensor,tech_auto_lighting,tech_bms,tech_air_quality,tech_ai_maintenance,tech_solar,tech_none,ai_openness,min_savings_threshold,feat_dashboard,feat_auto_hvac,feat_occupancy,feat_predictive,feat_air_quality,feat_carbon,feat_bms_integ,feat_mobile_app,feat_compliance,commercial_model,max_payback,wtp_aed_per_building,wtp_category,pilot_interest,ai_adoption_vision,adoption_class
635,Tech-Forward Operators,Operations Manager,Industrial/Warehouse,50+,100k-500km²,Abu Dhabi,6-10 years,37000.0,20k-100k,54.6,Increased 5-20%,>100%,0,1,1,1,0,0,9,Yes-systematic,0,1,0,1,1,0,1,0,4.0,Somewhat familiar,In development,Not sure,8.0,1,1,0,1,1,1,0,0,4,5-10%,5,5,4,5,2,4.0,5,4,4,Managed Service,3-5yr,12225.139569559158,5k-15k,4,Standard across all,High-Intent Buyer
636,Cost-Driven Laggards,Operations Manager,Commercial Office,2-5,<5000m²,Dubai,6-10 years,90000.0,20k-100k,73.4,Increased 5-20%,>100%,0,0,0,0,0,0,2,No plans,0,1,0,0,1,0,1,0,2.0,Somewhat familiar,No plans,Minimal,5.0,0,0,0,0,1,0,0,1,2,21-30%,5,5,3,5,3,2.0,5,3,3,Savings-Sharing,5-7yr,7326.524257215118,5k-15k,4,Premium/Grade-A only,Evaluator
637,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,16-50,5k-20km²,RAK,>10 years,307000.0,100k-500k,74.6,Increased 5-20%,51-100%,0,0,0,0,0,0,6,Yes-occasional,1,1,1,0,0,0,1,0,2.0,Familiar,In development,Moderately impacted,5.0,0,0,0,1,1,0,0,0,4,5-10%,5,2,4,4,5,5.0,5,3,5,Lease,1-2yr,6574.278672859289,5k-15k,4,Premium/Grade-A only,High-Intent Buyer
638,Cost-Driven Laggards,Other,Commercial Office,1,>500km²,Dubai,>10 years,289000.0,100k-500k,68.5,Decreased 5-20%,<20%,1,0,0,0,0,0,3,Plan to,1,1,1,1,1,1,0,0,3.0,Familiar,No plans,Minimal,2.0,0,0,0,0,1,0,0,0,4,>30%,3,4,4,4,2,2.0,5,3,3,CAPEX,>7yr,4004.4021143263317,2k-5k,1,Premium/Grade-A only,Evaluator
639,Early Majority Evaluators,Property Owner,Commercial Office,16-50,5k-20km²,Abu Dhabi,>10 years,397000.0,100k-500k,56.6,Increased 5-20%,51-100%,0,0,0,1,0,0,7,Yes-systematic,0,1,1,0,1,0,0,0,3.0,Somewhat familiar,Full strategy,Significantly impacted,8.0,1,0,1,0,1,0,0,0,2,>30%,5,2,4,3,4,2.0,4,3,5,SaaS Subscription,<1yr,7695.190430987489,5k-15k,4,Regulation-driven,Evaluator
640,Cost-Driven Laggards,Property Owner,Commercial Office,16-50,100k-500km²,Dubai,>10 years,122109.4014751575,20k-100k,83.4,Increased 5-20%,>100%,1,1,0,0,0,0,5,Yes-systematic,1,1,0,0,0,0,0,0,3.0,Somewhat familiar,Plan to,Not sure,4.0,0,0,0,0,0,0,0,0,3,Non-cost KPI,4,5,3,2,3,4.0,4,2,3,SaaS Subscription,3-5yr,3976.9965938557957,2k-5k,3,Limited adoption,Evaluator
641,Early Majority Evaluators,Other,Commercial Office,1,20k-100km²,Dubai,>10 years,113000.0,100k-500k,67.5,Increased>20%,51-100%,0,0,1,1,1,0,5,Plan to,1,1,1,0,1,0,0,1,3.0,Somewhat familiar,Full strategy,Minimal,8.0,0,1,1,0,0,0,0,0,3,11-20%,3,5,4,5,4,2.0,3,3,3,Savings-Sharing,1-2yr,7749.873286401805,5k-15k,2,Premium/Grade-A only,Evaluator
642,Early Majority Evaluators,C-Suite Executive,Commercial Office,16-50,100k-500km²,Dubai,6-10 years,478000.0,100k-500k,78.6,Increased>20%,20-50%,0,1,1,0,1,0,5,Plan to,0,1,1,1,1,1,1,0,2.0,Somewhat familiar,Full strategy,Significantly impacted,3.0,0,0,1,1,0,0,0,0,3,21-30%,4,4,4,3,5,5.0,5,5,5,CAPEX,1-2yr,7846.12317928707,5k-15k,5,Regulation-driven,Evaluator
643,Early Majority Evaluators,Property Owner,Retail/Mall,6-15,20k-100km²,Dubai,6-10 years,12000.0,<20k,52.1,Increased 5-20%,20-50%,0,0,0,0,1,0,5,No plans,1,1,0,0,0,0,1,1,2.0,Familiar,Full strategy,Minimal,9.0,0,0,0,1,0,0,0,0,2,5-10%,4,4,2,5,2,2.0,4,5,3,CAPEX,3-5yr,4306.056931480421,2k-5k,5,Premium/Grade-A only,Evaluator
644,Resistant Traditionalists,Other,Residential Tower,2-5,5k-20km²,Abu Dhabi,6-10 years,61000.0,20k-100k,69.2,Stable,>100%,0,0,1,0,0,0,1,No plans,1,0,0,0,0,0,0,1,3.0,Somewhat familiar,No plans,Moderately impacted,4.0,0,0,0,0,0,0,0,0,1,11-20%,3,2,2,1,1,2.0,3,3,2,CAPEX,3-5yr,3624.4395841553182,2k-5k,2,Limited adoption,Not Ready
645,Resistant Traditionalists,Operations Manager,Industrial/Warehouse,2-5,<5000m²,Abu Dhabi,>10 years,69000.0,20k-100k,78.8,Increased 5-20%,<20%,1,0,0,0,0,0,1,No plans,1,1,0,0,0,1,1,0,5.0,Not familiar,No plans,Significantly impacted,4.0,0,0,0,0,0,0,0,0,1,21-30%,2,4,1,2,1,3.0,3,1,1,CAPEX,>7yr,500.0,<2k,3,Standard across all,Evaluator
646,Tech-Forward Operators,Operations Manager,Industrial/Warehouse,50+,100k-500km²,Sharjah,>10 years,368000.0,100k-500k,68.8,Increased 5-20%,51-100%,0,0,0,1,0,0,6,Yes-systematic,0,0,1,1,1,1,1,0,3.0,Very familiar,Full strategy,Moderately impacted,4.0,1,1,1,1,1,1,1,0,5,21-30%,5,4,5,4,4,5.0,5,2,4,SaaS Subscription,3-5yr,16504.15677077392,15k-30k,5,Standard across all,High-Intent Buyer
647,Compliance-Led Adopters,Government Official,Hotel/Hospitality,50+,>500km²,Dubai,>10 years,105000.0,100k-500k,69.6,Increased 5-20%,>100%,0,0,0,0,1,0,6,Plan to,0,0,1,1,0,1,1,1,2.0,Familiar,Full strategy,Significantly impacted,8.0,1,0,1,0,1,0,0,0,3,>30%,3,4,4,2,5,5.0,5,4,4,SaaS Subscription,5-7yr,9397.116747148071,5k-15k,4,Premium/Grade-A only,Evaluator
648,Cost-Driven Laggards,Sustainability Officer,Retail/Mall,2-5,5k-20km²,Dubai,>10 years,5000.0,<20k,73.5,Increased>20%,51-100%,0,1,0,0,1,0,2,No plans,1,0,0,0,1,0,1,0,1.0,Very familiar,Partial strategy,Significantly impacted,8.0,0,0,0,0,0,0,0,1,2,>30%,1,2,4,4,5,3.0,2,1,4,CAPEX,3-5yr,1841.0044924732815,<2k,4,Premium/Grade-A only,Evaluator
649,Cost-Driven Laggards,Facilities Manager,Commercial Office,1,100k-500km²,Abu Dhabi,6-10 years,133000.0,100k-500k,62.6,Increased 5-20%,51-100%,1,0,1,0,0,0,4,No plans,1,1,0,0,1,0,0,0,3.0,Somewhat familiar,Full strategy,Moderately impacted,7.0,0,0,0,0,0,0,0,0,3,21-30%,2,3,3,2,3,2.0,4,2,3,Savings-Sharing,1-2yr,5385.945132686456,5k-15k,4,Standard across all,Evaluator
650,Tech-Forward Operators,Government Official,Commercial Office,6-15,100k-500km²,Sharjah,>10 years,608000.0,500k-2M,72.1,Increased 5-20%,20-50%,0,0,1,1,1,1,6,No plans,1,1,1,0,1,1,0,0,3.0,Familiar,Partial strategy,Minimal,7.0,1,1,0,1,0,1,1,0,5,11-20%,4,5,3,4,3,2.0,5,4,3,Savings-Sharing,3-5yr,8199.33819137472,5k-15k,5,Standard across all,High-Intent Buyer
651,Resistant Traditionalists,Facilities Manager,Industrial/Warehouse,1,<5000m²,Abu Dhabi,>10 years,80000.0,20k-100k,68.6,Stable,51-100%,1,0,0,0,0,0,1,Yes-occasional,1,1,0,1,0,0,1,0,4.0,Not familiar,No plans,No impact,4.0,0,1,1,0,0,0,0,0,3,>30%,1,1,2,3,2,4.0,4,3,1,CAPEX,5-7yr,2624.9037123166318,2k-5k,2,Regulation-driven,Evaluator
652,Cost-Driven Laggards,Operations Manager,Retail/Mall,1,20k-100km²,Abu Dhabi,6-10 years,288000.0,100k-500k,66.1,Decreased>20%,>100%,1,1,1,0,0,0,5,No plans,1,0,0,0,1,0,1,0,3.0,Familiar,Partial strategy,Significantly impacted,3.0,0,0,0,0,0,0,0,0,3,Non-cost KPI,4,3,3,3,3,2.0,3,2,2,CAPEX,3-5yr,8598.71939623488,5k-15k,4,Regulation-driven,Evaluator
653,Tech-Forward Operators,Government Official,Commercial Office,16-50,100k-500km²,Fujairah,6-10 years,60000.0,20k-100k,69.9,Decreased 5-20%,>100%,0,1,1,1,1,0,8,Yes-systematic,1,1,0,0,0,0,1,0,3.0,Familiar,Partial strategy,Moderately impacted,3.0,1,0,1,1,1,0,0,0,5,21-30%,4,4,3,4,5,3.0,5,5,3,SaaS Subscription,1-2yr,12445.237282800932,5k-15k,4,Standard across all,High-Intent Buyer
654,Compliance-Led Adopters,Property Owner,Government Facility,6-15,>500km²,RAK,6-10 years,303000.0,100k-500k,55.7,Increased>20%,<20%,0,0,0,1,1,0,6,Yes-systematic,1,1,1,1,1,0,1,0,2.0,Very familiar,Plan to,Minimal,9.0,1,1,1,1,1,0,1,0,4,11-20%,4,4,2,5,5,4.0,3,3,4,SaaS Subscription,1-2yr,14999.276677609592,5k-15k,5,Standard across all,High-Intent Buyer
655,Tech-Forward Operators,Property Owner,Retail/Mall,50+,100k-500km²,Dubai,>10 years,5000.0,<20k,61.1,Increased>20%,>100%,0,0,0,1,0,0,9,Yes-systematic,1,0,1,1,1,0,1,1,3.0,Very familiar,Plan to,Moderately impacted,6.0,1,1,1,1,0,0,1,0,5,21-30%,4,4,5,3,4,5.0,5,3,3,SaaS Subscription,5-7yr,16325.061612784113,15k-30k,4,Standard across all,High-Intent Buyer
656,Compliance-Led Adopters,C-Suite Executive,Commercial Office,50+,5k-20km²,Sharjah,>10 years,91000.0,20k-100k,52.1,Decreased 5-20%,>100%,0,0,1,0,0,0,5,Yes-systematic,1,1,1,1,0,1,0,1,3.0,Very familiar,In development,Significantly impacted,8.0,1,0,1,1,1,0,1,0,4,21-30%,5,4,2,3,5,5.0,3,4,5,Managed Service,3-5yr,10736.441833857036,5k-15k,5,Standard across all,High-Intent Buyer
657,Compliance-Led Adopters,Government Official,Other,50+,20k-100km²,Dubai,>10 years,2156778.969529426,100k-500k,61.7,Increased>20%,51-100%,0,1,1,0,1,0,6,Plan to,1,0,1,0,1,1,0,1,5.0,Not familiar,Full strategy,Minimal,7.0,1,1,1,1,1,1,1,0,5,11-20%,5,4,5,5,3,5.0,4,1,5,Lease,<1yr,1184.0532710591988,<2k,5,Standard across all,High-Intent Buyer
658,Compliance-Led Adopters,Hospitality Manager,Mixed-Use,16-50,5k-20km²,Dubai,6-10 years,714000.0,500k-2M,68.8,Decreased>20%,51-100%,0,0,0,1,0,0,4,Yes-systematic,0,0,1,1,1,1,0,1,3.0,Not familiar,Full strategy,Minimal,10.0,0,1,1,0,1,0,0,0,5,21-30%,4,5,3,5,5,4.0,5,4,5,Lease,<1yr,3211.1409564743744,2k-5k,4,Premium/Grade-A only,Evaluator
659,Cost-Driven Laggards,Facilities Manager,Commercial Office,16-50,100k-500km²,Dubai,6-10 years,123000.0,100k-500k,78.6,Increased>20%,>100%,0,0,0,0,0,0,3,No plans,1,1,0,1,1,0,1,0,3.0,Very familiar,In development,Moderately impacted,6.0,0,0,0,0,0,0,0,1,2,11-20%,2,3,3,5,4,2.0,3,3,4,Savings-Sharing,1-2yr,5396.0887711954865,5k-15k,4,Standard across all,Evaluator
660,Resistant Traditionalists,Facilities Manager,Other,1,5k-20km²,Dubai,6-10 years,46000.0,20k-100k,70.8,Increased>20%,51-100%,1,0,0,0,0,0,4,No plans,1,0,0,1,1,0,0,0,4.0,Somewhat familiar,No plans,Moderately impacted,4.0,0,1,0,0,0,0,0,1,1,21-30%,2,2,2,1,3,2.0,2,2,1,Lease,>7yr,1512.581522382719,<2k,3,Premium/Grade-A only,Evaluator
661,Cost-Driven Laggards,Other,Commercial Office,2-5,<5000m²,Dubai,6-10 years,131000.0,100k-500k,74.0,Decreased 5-20%,51-100%,1,1,0,0,0,0,4,Plan to,1,0,1,0,1,0,1,0,2.0,Not familiar,Plan to,Significantly impacted,5.0,0,0,0,0,0,0,0,0,3,21-30%,2,3,5,4,3,3.0,3,3,4,Savings-Sharing,1-2yr,1840.7234658193456,<2k,3,Regulation-driven,Evaluator
662,Tech-Forward Operators,Sustainability Officer,Residential Tower,50+,>500km²,Dubai,6-10 years,641000.0,500k-2M,65.3,Increased 5-20%,51-100%,0,0,0,1,0,0,5,Plan to,1,1,1,0,1,1,0,1,4.0,Familiar,Full strategy,Significantly impacted,6.0,1,1,1,1,1,1,1,0,4,5-10%,4,5,5,3,2,4.0,4,3,4,SaaS Subscription,<1yr,13384.183910006608,5k-15k,4,Standard across all,High-Intent Buyer
663,Resistant Traditionalists,Property Owner,Hotel/Hospitality,1,20k-100km²,Dubai,>10 years,71000.0,20k-100k,74.0,Decreased>20%,>100%,1,0,0,0,0,0,1,No plans,1,1,0,0,1,0,1,0,4.0,Somewhat familiar,No plans,Moderately impacted,3.0,0,1,0,0,0,0,0,1,1,Non-cost KPI,2,1,2,3,4,2.0,3,3,2,Lease,1-2yr,2464.381607492777,2k-5k,2,Limited adoption,Not Ready
664,Cost-Driven Laggards,Sustainability Officer,Other,2-5,5k-20km²,Dubai,2-5 years,35000.0,20k-100k,73.3,Stable,51-100%,1,0,0,0,1,0,2,No plans,1,0,0,0,0,0,0,1,3.0,Not familiar,No plans,Moderately impacted,5.0,0,0,0,0,0,0,0,0,3,21-30%,4,4,3,4,3,1.0,5,3,5,Savings-Sharing,>7yr,1929.8821420221466,<2k,3,Limited adoption,Evaluator
665,Cost-Driven Laggards,Property Owner,Retail/Mall,2-5,5k-20km²,Abu Dhabi,2-5 years,152000.0,100k-500k,74.0,Increased>20%,51-100%,0,0,0,0,0,0,3,No plans,1,1,1,0,1,0,1,0,2.0,Familiar,In development,Significantly impacted,3.0,1,0,0,0,0,0,0,0,2,21-30%,4,4,5,2,4,1.0,4,4,1,CAPEX,3-5yr,7510.947176804548,5k-15k,2,Regulation-driven,Not Ready
666,Resistant Traditionalists,C-Suite Executive,Government Facility,2-5,<5000m²,RAK,6-10 years,131177.4743272068,20k-100k,73.1,Increased 5-20%,20-50%,0,0,0,0,0,0,2,No plans,1,1,0,0,0,0,1,0,3.0,Not familiar,In development,Moderately impacted,3.0,0,0,0,0,0,0,0,0,1,11-20%,2,3,2,3,3,3.0,3,2,1,CAPEX,>7yr,2972.2545875813375,2k-5k,1,Limited adoption,Not Ready
667,Tech-Forward Operators,C-Suite Executive,Commercial Office,16-50,20k-100km²,Abu Dhabi,6-10 years,691000.0,500k-2M,83.7,Decreased 5-20%,51-100%,0,0,1,1,1,0,6,Yes-systematic,1,1,0,0,1,0,1,1,4.0,Familiar,Full strategy,Significantly impacted,,1,1,1,1,1,1,1,1,5,>30%,4,2,5,3,4,5.0,5,4,2,Savings-Sharing,3-5yr,9066.046262529147,5k-15k,4,Standard across all,High-Intent Buyer
668,Resistant Traditionalists,Other,Residential Tower,1,20k-100km²,Dubai,>10 years,123000.0,100k-500k,62.0,Increased 5-20%,>100%,1,0,0,0,0,0,2,Plan to,1,1,0,1,1,0,1,0,3.0,Somewhat familiar,No plans,Significantly impacted,5.0,0,0,1,0,0,0,0,1,2,5-10%,1,3,5,2,2,4.0,4,4,2,SaaS Subscription,>7yr,2584.7164973340837,2k-5k,2,Limited adoption,Not Ready
669,Compliance-Led Adopters,Hospitality Manager,Government Facility,16-50,<5000m²,Abu Dhabi,>10 years,599000.0,500k-2M,52.0,Increased 5-20%,20-50%,0,1,0,0,0,0,9,Plan to,1,1,1,1,0,1,1,1,3.0,Familiar,Plan to,Significantly impacted,9.0,1,0,1,1,1,1,1,0,5,21-30%,4,3,5,4,5,3.0,3,3,5,SaaS Subscription,5-7yr,10354.760927794077,5k-15k,5,Limited adoption,High-Intent Buyer
670,Resistant Traditionalists,Operations Manager,Mixed-Use,6-15,5k-20km²,Abu Dhabi,>10 years,5000.0,<20k,69.3,Stable,>100%,0,1,0,0,0,0,1,Plan to,1,1,0,0,0,0,1,0,3.0,Somewhat familiar,Partial strategy,Minimal,4.0,0,1,0,0,0,0,0,0,2,21-30%,2,3,2,2,1,1.0,3,3,1,Managed Service,<1yr,4948.096686957653,2k-5k,3,Limited adoption,Evaluator
671,Tech-Forward Operators,Operations Manager,Hotel/Hospitality,1,5k-20km²,UAQ,>10 years,186000.0,100k-500k,72.3,Stable,51-100%,0,0,1,1,1,0,8,Yes-systematic,1,0,1,0,1,0,1,0,3.0,Familiar,In development,Moderately impacted,10.0,1,0,1,1,1,0,1,0,5,Non-cost KPI,4,5,4,5,5,4.0,5,3,3,CAPEX,>7yr,16328.797642710444,15k-30k,5,Standard across all,High-Intent Buyer
672,Early Majority Evaluators,Facilities Manager,Residential Tower,6-15,20k-100km²,Dubai,6-10 years,280000.0,100k-500k,72.1,Stable,51-100%,0,1,0,0,1,0,5,Yes-occasional,1,0,0,0,0,1,0,0,4.0,Somewhat familiar,Partial strategy,Significantly impacted,5.0,1,1,1,1,0,0,1,0,5,5-10%,4,5,3,3,4,4.0,4,4,4,Savings-Sharing,1-2yr,300.0,<2k,3,Limited adoption,Evaluator
673,Compliance-Led Adopters,Government Official,Commercial Office,2-5,20k-100km²,Abu Dhabi,>10 years,418757.5291816556,100k-500k,64.1,Decreased 5-20%,51-100%,1,1,0,1,0,0,5,Plan to,1,1,0,1,0,1,0,1,1.0,Very familiar,Full strategy,Significantly impacted,8.0,1,1,1,0,1,1,0,0,4,5-10%,5,4,3,4,5,5.0,3,2,5,Savings-Sharing,3-5yr,4610.434581948686,2k-5k,5,Premium/Grade-A only,High-Intent Buyer
674,Cost-Driven Laggards,Hospitality Manager,Retail/Mall,16-50,100k-500km²,Abu Dhabi,2-5 years,5000.0,<20k,80.8,Increased 5-20%,>100%,1,0,1,0,0,0,8,Yes-occasional,1,1,0,0,0,0,1,0,4.0,Very familiar,Partial strategy,Significantly impacted,4.0,0,0,0,1,0,0,0,1,3,>30%,5,5,3,5,5,3.0,4,1,2,SaaS Subscription,5-7yr,2763.6881500802847,2k-5k,3,Regulation-driven,Evaluator
675,Resistant Traditionalists,Property Owner,Hotel/Hospitality,1,5k-20km²,Abu Dhabi,2-5 years,46000.0,20k-100k,66.8,Decreased 5-20%,20-50%,1,0,0,0,0,0,4,No plans,1,1,0,0,1,0,1,0,4.0,Very familiar,Plan to,Moderately impacted,1.0,0,0,0,0,0,0,0,0,2,21-30%,3,3,3,2,2,1.0,3,2,2,CAPEX,3-5yr,3623.5964469266073,2k-5k,2,Regulation-driven,Not Ready
676,Cost-Driven Laggards,Hospitality Manager,Residential Tower,1,>500km²,Sharjah,<2 years,102000.0,100k-500k,74.3,Increased 5-20%,51-100%,0,0,1,0,0,0,5,No plans,1,1,0,0,0,0,0,0,2.0,Not familiar,In development,Significantly impacted,3.0,0,0,1,0,0,0,0,0,2,21-30%,4,5,2,5,4,1.0,4,1,1,Lease,5-7yr,2491.0869672801164,2k-5k,2,Regulation-driven,Not Ready
677,Cost-Driven Laggards,Facilities Manager,Industrial/Warehouse,6-15,20k-100km²,Abu Dhabi,2-5 years,113119.73364040931,100k-500k,75.4,Increased 5-20%,51-100%,0,0,0,0,0,0,2,No plans,1,1,0,0,1,1,1,0,3.0,Familiar,Plan to,Moderately impacted,,0,1,0,0,0,0,0,0,2,>30%,2,2,4,4,2,3.0,4,2,4,SaaS Subscription,3-5yr,6456.592196755318,5k-15k,4,Premium/Grade-A only,Evaluator
678,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,50+,>500km²,Dubai,>10 years,394000.0,100k-500k,47.7,Increased>20%,51-100%,0,0,1,0,0,0,7,Yes-occasional,1,0,0,1,0,0,0,0,2.0,Very familiar,Partial strategy,Not sure,10.0,1,1,1,0,1,0,0,0,4,11-20%,3,3,4,3,5,5.0,5,4,4,CAPEX,1-2yr,16889.77812527907,15k-30k,5,Standard across all,High-Intent Buyer
679,Cost-Driven Laggards,Facilities Manager,Hotel/Hospitality,16-50,5k-20km²,Abu Dhabi,>10 years,161000.0,100k-500k,78.8,Increased 5-20%,51-100%,0,0,0,0,0,0,3,No plans,1,1,0,1,0,0,1,0,3.0,Not familiar,Plan to,Moderately impacted,3.0,0,0,0,0,0,0,0,1,2,11-20%,3,4,3,3,3,2.0,3,3,3,Lease,5-7yr,2337.5921613690316,2k-5k,2,Standard across all,Not Ready
680,Cost-Driven Laggards,C-Suite Executive,Hotel/Hospitality,16-50,20k-100km²,Abu Dhabi,>10 years,184000.0,100k-500k,80.0,Increased>20%,51-100%,1,0,0,0,1,0,4,Yes-occasional,1,1,0,1,1,0,1,0,1.0,Familiar,In development,Moderately impacted,7.0,0,0,0,0,0,0,0,0,3,11-20%,1,4,4,5,2,3.0,3,3,1,SaaS Subscription,5-7yr,8068.139039894326,5k-15k,3,Regulation-driven,Evaluator
681,Compliance-Led Adopters,Operations Manager,Government Facility,1,100k-500km²,Fujairah,>10 years,170000.0,100k-500k,56.5,Increased 5-20%,51-100%,0,0,1,1,0,0,3,Yes-systematic,0,1,0,1,0,1,1,1,3.0,Very familiar,Full strategy,Moderately impacted,7.0,1,0,1,1,1,0,1,0,4,11-20%,4,5,5,4,5,3.0,4,4,5,Managed Service,3-5yr,12109.651830133109,5k-15k,4,Standard across all,Evaluator
682,Tech-Forward Operators,Other,Hotel/Hospitality,16-50,>500km²,Dubai,>10 years,434000.0,100k-500k,59.2,Decreased 5-20%,>100%,0,0,0,1,0,0,7,Yes-occasional,0,0,0,0,1,0,0,1,1.0,Not familiar,Full strategy,Moderately impacted,7.0,1,1,1,1,0,0,0,0,5,11-20%,3,5,5,5,3,3.0,3,3,5,SaaS Subscription,<1yr,24359.507450486843,15k-30k,3,Standard across all,Evaluator
683,Cost-Driven Laggards,Operations Manager,Retail/Mall,2-5,20k-100km²,Abu Dhabi,>10 years,77000.0,20k-100k,75.2,Stable,51-100%,0,1,0,0,0,1,4,Yes-occasional,1,1,0,0,0,0,0,0,3.0,Familiar,In development,Moderately impacted,5.0,1,0,0,0,0,1,0,0,4,Non-cost KPI,4,3,3,5,5,3.0,3,4,2,CAPEX,1-2yr,7159.186719267064,5k-15k,3,Premium/Grade-A only,Evaluator
684,Compliance-Led Adopters,Hospitality Manager,Commercial Office,50+,5k-20km²,Fujairah,6-10 years,5000.0,<20k,55.2,Increased 5-20%,51-100%,0,1,0,1,0,0,6,Yes-systematic,1,0,0,0,1,0,0,1,3.0,Very familiar,Partial strategy,Significantly impacted,9.0,0,0,0,1,1,0,0,0,5,11-20%,4,4,4,4,4,5.0,5,4,5,SaaS Subscription,5-7yr,18617.91131400902,15k-30k,5,Regulation-driven,High-Intent Buyer
685,Resistant Traditionalists,C-Suite Executive,Retail/Mall,1,5k-20km²,Abu Dhabi,>10 years,72000.0,20k-100k,71.0,Increased 5-20%,>100%,1,0,0,0,0,0,3,No plans,1,1,0,1,1,0,0,0,2.0,Familiar,No plans,Not sure,1.0,0,1,0,0,0,0,0,0,2,>30%,4,3,3,3,1,1.0,1,2,1,CAPEX,>7yr,3690.9119246872897,2k-5k,1,Limited adoption,Not Ready
686,Tech-Forward Operators,Facilities Manager,Commercial Office,6-15,20k-100km²,Dubai,>10 years,428000.0,100k-500k,69.7,Increased>20%,20-50%,0,0,0,0,0,0,10,Yes-systematic,1,0,1,0,0,0,0,0,2.0,Not familiar,Partial strategy,Significantly impacted,9.0,1,1,1,1,1,0,1,1,4,5-10%,5,5,5,3,4,,5,5,3,CAPEX,1-2yr,6762.421939562604,5k-15k,4,Standard across all,High-Intent Buyer
687,Cost-Driven Laggards,Sustainability Officer,Mixed-Use,2-5,5k-20km²,Dubai,2-5 years,158000.0,100k-500k,64.6,Stable,51-100%,0,1,0,0,0,0,4,No plans,0,0,1,0,1,0,0,0,3.0,Somewhat familiar,In development,Significantly impacted,9.0,0,0,0,0,0,0,0,0,2,21-30%,3,5,4,5,5,2.0,5,5,2,Savings-Sharing,<1yr,3400.9680944306065,2k-5k,5,Regulation-driven,Evaluator
688,Early Majority Evaluators,Operations Manager,Retail/Mall,1,100k-500km²,Abu Dhabi,6-10 years,431879.3465711583,100k-500k,54.2,Increased>20%,>100%,1,1,0,1,0,0,8,Yes-occasional,1,0,1,0,1,0,1,0,3.0,Somewhat familiar,Full strategy,Moderately impacted,5.0,1,0,1,0,1,1,0,0,4,>30%,5,4,5,4,3,4.0,3,5,5,SaaS Subscription,5-7yr,2728.7574704941935,2k-5k,1,Limited adoption,Evaluator
689,Tech-Forward Operators,Hospitality Manager,Mixed-Use,2-5,>500km²,Dubai,>10 years,612000.0,500k-2M,70.9,Decreased>20%,51-100%,0,1,0,1,0,0,8,Plan to,1,1,0,1,0,1,1,0,2.0,Familiar,Partial strategy,Moderately impacted,7.0,1,0,0,1,1,0,0,0,5,21-30%,4,5,4,5,4,,5,5,3,SaaS Subscription,3-5yr,12143.370581917798,5k-15k,4,Limited adoption,High-Intent Buyer
690,Early Majority Evaluators,Hospitality Manager,Healthcare,16-50,20k-100km²,Dubai,6-10 years,323000.0,100k-500k,54.3,Increased 5-20%,>100%,0,1,0,1,0,1,8,Yes-occasional,1,1,1,0,1,1,0,0,3.0,Familiar,Full strategy,Minimal,6.0,1,0,0,1,1,1,1,0,3,21-30%,4,4,3,5,3,4.0,4,4,3,Savings-Sharing,3-5yr,10234.658401093553,5k-15k,3,Premium/Grade-A only,Evaluator
691,Tech-Forward Operators,Operations Manager,Hotel/Hospitality,6-15,>500km²,RAK,6-10 years,987000.0,500k-2M,68.4,Decreased>20%,51-100%,0,1,1,1,0,0,6,Yes-systematic,1,0,1,0,1,1,0,1,,Very familiar,Partial strategy,Moderately impacted,6.0,1,0,1,1,1,0,1,0,4,21-30%,3,5,4,4,3,4.0,5,4,4,SaaS Subscription,1-2yr,14045.289956769364,5k-15k,5,Standard across all,High-Intent Buyer
692,Cost-Driven Laggards,Government Official,Retail/Mall,2-5,>500km²,Dubai,2-5 years,62000.0,20k-100k,70.5,Increased 5-20%,51-100%,0,0,0,1,0,0,3,No plans,1,1,0,0,0,0,1,0,3.0,Very familiar,Full strategy,Moderately impacted,4.0,0,0,0,0,0,0,0,0,2,21-30%,4,5,4,5,4,1.0,3,3,2,CAPEX,1-2yr,500.0,<2k,2,Standard across all,Not Ready
693,Compliance-Led Adopters,Sustainability Officer,Residential Tower,6-15,20k-100km²,Dubai,2-5 years,242116.3509199926,100k-500k,58.7,Increased 5-20%,20-50%,0,1,0,0,0,0,6,Yes-systematic,1,1,1,1,1,0,0,0,3.0,Very familiar,In development,Minimal,8.0,0,1,1,1,0,1,1,0,5,5-10%,4,5,4,4,4,5.0,3,2,4,SaaS Subscription,3-5yr,15243.55859403514,15k-30k,3,Regulation-driven,Evaluator
